Dishant Yagnik,56,46,11,662,70,18.91,566,116.96,0,3,70,18,29,11,56,0,0,0,0,0,0,0,0,0,0,0,0
Shadab Jakati,91,28,10,185,43,10.27,179,103.35,0,0,18,3,35,0,91,89,1781,2280,73,5/17,5/17,31.23,7.68,24.3,2,1,0
Veer Pratap Singh,22,7,4,4,1*,1.33,17,23.52,0,0,0,0,3,0,22,22,450,642,19,2/19,2/19,33.78,8.56,23.6,0,0,0
Pravin Dubey
Barinder Singh Saran
Jason Holder,232,171,45,1973,69,15.65,1572,125.50,0,2,128,112,111,0,232,226,4734,6403,227,5/27,5/27,28.20,8.11,20.8,5,1,0
Marco Jansen,45,29,11,328,66,18.22,262,125.19,0,1,21,20,19,0,45,44,927,1339,40,3/25,3/25,33.47,8.66,23.1,0,0,0
Saurabh Tiwary,181,155,36,3454,69,29.02,2827,122.17,0,16,272,127,68,0,181,1,6,8,0,0,0,0,8.00,0,0,0,0
Monu Singh
Shelley Shaurya,4,1,1,10,10*,0,4,250.00,0,0,1,1,0,0,4,4,56,55,3,2/2,2/2,18.33,5.89,18.6,0,0,0
Jaydev Shah,36,35,1,551,49,16.20,512,107.61,0,0,53,20,18,0,36,5,75,106,7,2/11,2/11,15.14,8.48,10.7,0,0,0
Kanishk Seth,20,9,4,45,22*,9.00,33,136.36,0,0,3,2,7,0,20,20,414,527,24,3/23,3/23,21.95,7.63,17.2,0,0,0
Mohsin Khan
Yuvraj Singh
Karan Sharma,3,3,0,69,35,23.00,53,130.18,0,0,9,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Albie Morkel,319,254,93,4248,73*,26.38,3065,138.59,0,12,268,248,71,0,319,288,4990,6307,248,4/25,4/25,25.43,7.58,20.1,3,0,0
Heinrich Klaasen,165,151,39,3524,104*,31.46,2425,145.31,2,20,243,166,82,30,165,5,42,68,1,1/12,1/12,68.00,9.71,42.0,0,0,0
Rajat Bhatia,146,95,37,1251,107*,21.56,1079,115.94,1,1,85,43,46,0,146,137,2520,3020,111,4/15,4/15,27.20,7.19,22.7,1,0,0
Ashok Dinda,147,37,16,110,22,5.23,142,77.46,0,0,7,2,23,0,147,144,2984,3822,151,4/13,4/13,25.31,7.68,19.7,4,0,0
Rajat Patidar,50,49,5,1640,112*,37.27,1104,148.55,1,14,128,83,25,0,50,0,0,0,0,0,0,0,0,0,0,0,0
Ramesh Kumar
Nathan McCullum,173,135,37,1618,76*,16.51,1285,125.91,0,4,109,64,71,0,173,159,3162,3783,157,4/16,4/16,24.09,7.17,20.1,4,0,0
Finn Allen,98,98,3,2682,101,28.23,1597,167.93,1,18,265,143,42,1,98,1,6,8,0,0,0,0,8.00,0,0,0,0
Rajagopal Sathish,67,53,15,722,41*,19.00,560,128.92,0,0,62,23,30,0,67,37,541,633,24,3/12,3/12,26.37,7.02,22.5,0,0,0
Akshay Wakhare,62,14,5,69,25*,7.66,66,104.54,0,0,5,2,15,0,62,61,1228,1399,53,4/18,4/18,26.39,6.83,23.1,1,0,0
Benjamin Stokes
Harry Gurney,156,25,18,27,6,3.85,34,79.41,0,0,3,0,18,0,156,152,3281,4291,190,5/30,5/30,22.58,7.84,17.2,2,1,0
Chris Green,192,122,44,1200,50,15.38,920,130.43,0,1,95,33,113,0,192,190,3788,4423,160,5/32,5/32,27.64,7.00,23.6,3,1,0
Abhinav Sadarangani
Sandeep Sharma
Evin Lewis,217,210,14,5851,125*,29.85,4069,143.79,5,39,476,399,66,0,217,0,0,0,0,0,0,0,0,0,0,0,0
HS Sharath,9,4,0,8,5,2.00,18,44.44,0,0,0,0,1,0,9,9,180,194,7,2/7,2/7,27.71,6.46,25.7,0,0,0
Aryan Juyal,14,12,4,285,71*,35.62,235,121.27,0,2,29,5,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0
Krunal Pandya,184,152,45,2576,86,24.07,1954,131.83,0,8,222,90,70,0,184,174,3334,4018,131,4/15,4/15,30.67,7.23,25.4,2,0,0
Dinesh Karthik,386,343,79,7081,97*,26.82,5234,135.28,0,32,688,234,227,69,386,2,18,28,1,1/10,1/10,28.00,9.33,18.0,0,0,0
Manan Ajay Sharma
Deepak Hooda,195,165,31,3313,108,24.72,2404,137.81,2,20,226,149,96,0,195,67,840,1061,24,4/10,4/10,44.20,7.57,35.0,1,0,0
Liam Livingstone,240,227,24,5754,103,28.34,3964,145.15,2,31,385,349,99,0,240,129,1885,2646,101,4/17,4/17,26.19,8.42,18.6,2,0,0
Morne Morkel,190,51,26,213,23*,8.52,196,108.67,0,0,16,7,27,0,190,187,4160,5237,207,4/17,4/17,25.29,7.55,20.0,4,0,0
Sanjay Yadav
Pankaj Singh,57,23,11,67,10,5.58,98,68.36,0,0,1,2,13,0,57,57,1167,1486,43,3/29,3/29,34.55,7.64,27.1,0,0,0
Vikramjeet Malik,41,18,3,189,48,12.60,167,113.17,0,0,20,5,5,0,41,41,827,1012,44,3/18,3/18,23.00,7.34,18.7,0,0,0
Prasanth Parameswaran,34,10,8,15,13*,7.50,20,75.00,0,0,2,0,5,0,34,34,707,913,33,3/25,3/25,27.66,7.74,21.4,0,0,0
K.C. Cariappa
Lockie Ferguson,136,44,23,252,30,12.00,211,119.43,0,0,14,14,30,0,136,135,2835,3742,151,5/21,5/21,24.78,7.91,18.7,5,1,0
Sean Abbott,151,86,22,813,110*,12.70,665,122.25,1,0,45,38,84,0,151,149,2843,4077,191,5/16,5/16,21.34,8.60,14.8,6,1,0
Pratyush Singh,23,21,3,141,39,7.83,163,86.50,0,0,19,0,9,0,23,14,139,177,5,2/1,2/1,35.40,7.64,27.8,0,0,0
Tejas Baroka,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,39,78,0,0,0,0,12.00,0,0,0,0
Devdutt Padikkal,92,92,9,2768,124*,33.34,2073,133.52,3,17,302,95,44,0,92,0,0,0,0,0,0,0,0,0,0,0,0
Rashid Khan Arman
Domnic Joseph Muthuswamy
Sumit Narwal,33,21,8,277,42,21.30,170,162.94,0,0,20,15,9,0,33,32,643,824,27,3/15,3/15,30.51,7.68,23.8,0,0,0
Mitchell Johnson,112,52,27,320,30,12.80,304,105.26,0,0,23,10,28,0,112,111,2494,3172,123,3/3,3/3,25.78,7.63,20.2,0,0,0
Dinesh Salunkhe,6,3,1,33,26*,16.50,24,137.50,0,0,5,0,2,0,6,5,48,78,1,1/21,1/21,78.00,9.75,48.0,0,0,0
Deepak Chahar,138,51,23,386,55*,13.78,281,137.36,0,1,21,26,28,0,138,138,2957,3820,162,6/7,6/7,23.58,7.75,18.2,3,2,0
Jason Roy,333,327,15,8640,145*,27.69,6091,141.84,6,57,963,317,149,0,333,2,18,39,1,1/23,1/23,39.00,13.00,18.0,0,0,0
C.Hari Nishaanth
Nicolas Pooran
Sherfane Rutherford,107,93,20,1753,78,24.01,1324,132.40,0,9,110,114,40,0,107,20,233,334,9,3/19,3/19,37.11,8.60,25.8,0,0,0
Mayank Dagar,54,18,3,72,21*,4.80,96,75.00,0,0,5,1,27,0,54,54,1156,1267,55,3/28,3/28,23.03,6.57,21.0,0,0,0
Anureet Singh,71,34,16,282,41,15.66,259,108.88,0,0,20,15,23,0,71,70,1399,1913,64,3/12,3/12,29.89,8.20,21.8,0,0,0
Ankit Sharma,74,46,14,380,41,11.87,370,102.70,0,0,30,10,17,0,74,71,1364,1653,57,3/18,3/18,29.00,7.27,23.9,0,0,0
Jatin Saxena,18,13,0,157,45,12.07,124,126.61,0,0,21,3,4,0,18,15,294,306,19,2/18,2/18,16.10,6.24,15.4,0,0,0
Ishant Sharma,156,34,26,66,10*,8.25,79,83.54,0,0,5,2,29,0,156,156,3326,4304,131,5/12,5/12,32.85,7.76,25.3,1,1,0
Yogesh Takawale,39,33,3,741,89,24.70,703,105.40,0,4,70,20,22,8,39,0,0,0,0,0,0,0,0,0,0,0,0
Virender Sehwag,159,157,6,4061,122,26.89,2747,147.83,2,24,487,147,42,0,159,28,358,496,22,3/14,3/14,22.54,8.31,16.2,0,0,0
Chris Woakes,149,89,45,966,57*,21.95,723,133.60,0,2,77,34,55,0,149,146,2923,4005,160,4/21,4/21,25.03,8.22,18.2,1,0,0
Christopher Gayle
Harpreet Brar,69,35,16,272,25*,14.31,230,118.26,0,0,19,13,16,0,69,67,1303,1542,65,4/18,4/18,23.72,7.10,20.0,3,0,0
Daniel Sams,148,122,26,1699,98*,17.69,1087,156.30,0,7,100,115,62,0,148,146,2974,4360,179,4/14,4/14,24.35,8.79,16.6,6,0,0
Kedar Jadhav,163,141,35,2592,84*,24.45,2001,129.53,0,14,233,86,55,9,163,8,96,125,6,2/23,2/23,20.83,7.81,16.0,0,0,0
Washington Sundar,133,85,22,1209,54*,19.19,1005,120.29,0,3,98,37,36,0,133,129,2509,2912,95,3/10,3/10,30.65,6.96,26.4,0,0,0
Alex Carey,107,93,10,2351,101,28.32,1839,127.84,2,13,224,64,77,14,107,0,0,0,0,0,0,0,0,0,0,0,0
Yuzvendra Chahal,290,42,26,79,10,4.93,149,53.02,0,0,1,0,64,0,290,287,6197,7862,336,6/25,6/25,23.39,7.61,18.4,9,2,0
Mark Wood,53,16,9,118,27*,16.85,109,108.25,0,0,11,1,9,0,53,52,1113,1508,76,5/14,5/14,19.84,8.12,14.6,1,1,0
KL Rahul,212,199,32,7066,132*,42.31,5202,135.83,6,61,598,292,97,8,212,0,0,0,0,0,0,0,0,0,0,0,0
Mohammed Siraj,121,32,17,127,14*,8.46,151,84.10,0,0,14,2,39,0,121,120,2568,3512,143,4/17,4/17,24.55,8.20,17.9,5,0,0
Fabian Allen,103,81,23,1087,64*,18.74,758,143.40,0,3,73,72,47,0,103,86,1444,1874,68,4/25,4/25,27.55,7.78,21.2,1,0,0
Dan Christian,409,350,93,5825,129,22.66,4229,137.73,2,17,385,287,186,0,409,346,5745,8094,280,5/14,5/14,28.90,8.45,20.5,7,2,0
Chris Lynn,268,260,26,7486,113*,31.99,5261,142.29,5,48,653,397,72,0,268,7,78,93,3,2/15,2/15,31.00,7.15,26.0,0,0,0
Avesh Khan,96,22,12,62,12,6.20,55,112.72,0,0,3,5,24,0,96,95,2034,2797,114,5/17,5/17,24.53,8.25,17.8,3,1,0
Prayas Ray Barman,7,5,0,42,19,8.40,40,105.00,0,0,4,1,0,0,7,7,120,171,4,4/14,4/14,42.75,8.55,30.0,1,0,0
Riyan Parag,98,86,18,2043,77*,30.04,1437,142.17,0,18,136,119,43,0,98,61,1001,1205,41,3/9,3/9,29.39,7.22,24.4,0,0,0
Shivil Kaushik,10,2,1,0,0*,0.00,1,0.00,0,0,0,0,0,0,10,10,204,297,6,3/20,3/20,49.50,8.73,34.0,0,0,0
Adam Zampa,244,76,32,273,23,6.20,324,84.25,0,0,22,3,33,0,244,240,5185,6339,285,6/19,6/19,22.24,7.33,18.1,0,3,0
Praveen Dubey,24,17,7,142,33,14.20,143,99.30,0,0,12,3,14,0,24,24,417,498,24,4/19,4/19,20.75,7.16,17.3,1,0,0
Tim David,192,179,50,3946,92*,30.58,2431,162.32,0,15,276,241,110,0,192,49,549,826,14,1/4,1/4,59.00,9.02,39.2,0,0,0
Dushmantha Chameera,109,50,23,197,24*,7.29,208,94.71,0,0,15,7,24,0,109,108,2300,3079,105,4/17,4/17,29.32,8.03,21.9,3,0,0
Mukesh Choudhary,27,6,4,23,11*,11.50,19,121.05,0,0,4,0,3,0,27,27,568,842,32,4/46,4/46,26.31,8.89,17.7,1,0,0
Tanmay Agarwal,66,65,4,1818,97*,29.80,1427,127.40,0,11,195,43,24,0,66,0,0,0,0,0,0,0,0,0,0,0,0
K.S. Bharat
M. Ashwin
Kyle Jamieson,64,34,18,411,45*,25.68,310,132.58,0,0,34,11,13,0,64,64,1343,1887,74,6/7,6/7,25.50,8.43,18.1,1,1,0
Ankush Bains,59,51,4,942,68,20.04,843,111.74,0,6,106,22,34,13,59,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Christian
Kevon Cooper,164,100,41,753,42*,12.76,542,138.92,0,0,52,42,57,0,164,154,3250,3914,195,5/15,5/15,20.07,7.22,16.6,4,1,0
Mitchell Marsh,167,157,35,4007,100*,32.84,3043,131.67,1,25,295,179,70,0,167,104,1471,2047,82,4/6,4/6,24.96,8.34,17.9,3,0,0
Riley Meredith,83,15,8,30,10,4.28,31,96.77,0,0,3,0,12,0,83,83,1812,2557,108,4/21,4/21,23.67,8.46,16.7,1,0,0
Tushar Deshpande,67,14,8,44,20*,7.33,37,118.91,0,0,4,1,10,0,67,67,1448,2046,99,4/13,4/13,20.66,8.47,14.6,3,0,0
Pravin Tambe,64,13,9,38,14*,9.50,72,52.77,0,0,1,1,12,0,64,64,1356,1565,70,4/15,4/15,22.35,6.92,19.3,2,0,0
Luvnith Sisodia,15,9,0,124,38,13.77,97,127.83,0,0,15,4,8,5,15,0,0,0,0,0,0,0,0,0,0,0,0
Ravi Rampaul,179,56,31,229,23*,9.16,220,104.09,0,0,12,10,29,0,179,177,3812,4897,231,5/9,5/9,21.19,7.70,16.5,10,1,0
Pawan Suyal,24,4,2,0,0*,0.00,6,0.00,0,0,0,0,1,0,24,24,503,650,17,2/12,2/12,38.23,7.75,29.5,0,0,0
Ben Laughlin,164,48,21,172,22,6.37,190,90.52,0,0,11,5,59,0,164,162,3390,4577,191,6/28,6/28,23.96,8.10,17.7,2,1,0
David Willey,270,203,45,3720,118,23.54,2749,135.32,2,14,288,183,115,0,270,247,4687,6163,270,4/7,4/7,22.82,7.88,17.3,4,0,0
Joe Denly,272,264,20,6559,127,26.88,5340,122.82,5,34,652,192,101,0,272,71,945,1265,47,4/19,4/19,26.91,8.03,20.1,1,0,0
Christopher Barnwell
Manprit Juneja,44,41,8,952,108*,28.84,752,126.59,1,4,93,17,22,0,44,1,6,24,0,0,0,0,24.00,0,0,0,0
Manish Pandey
Gurkeerat Singh Mann,119,101,23,1986,93*,25.46,1606,123.66,0,7,188,70,55,3,119,19,222,262,8,2/15,2/15,32.75,7.08,27.7,0,0,0
Murugan Ashwin,105,35,15,146,34*,7.30,171,85.38,0,0,6,5,32,0,105,105,2163,2628,101,3/8,3/8,26.01,7.28,21.4,0,0,0
David Warner,356,355,44,11695,135*,37.60,8317,140.61,8,99,1180,421,172,0,356,2,7,15,0,0,0,0,12.85,0,0,0,0
Zahir Khan Pakteen
Iqbal Abdullah
Aaron Finch,384,377,39,11425,172,33.80,8254,138.41,8,77,1092,452,164,0,384,28,239,369,7,1/9,1/9,52.71,9.26,34.1,0,0,0
Jaskaran Singh
Akshar Rajesh Patel
Isuru Udana,211,136,48,1367,84*,15.53,1055,129.57,0,1,78,74,69,0,211,202,4018,5434,211,5/21,5/21,25.75,8.11,19.0,2,1,0
Venkatesh Iyer,99,90,23,2299,104,34.31,1685,136.43,1,12,215,90,42,0,99,57,841,1038,42,6/20,6/20,24.71,7.40,20.0,0,1,0
Manpreet Gony,91,54,17,501,42,13.54,335,149.55,0,0,33,31,17,0,91,90,1898,2442,97,4/16,4/16,25.17,7.71,19.5,2,0,0
John Hastings,106,74,22,877,80*,16.86,568,154.40,0,3,62,52,25,0,106,104,2163,2866,116,4/26,4/26,24.70,7.95,18.6,2,0,0
Shubham Ranjane,29,15,5,263,52*,26.30,237,110.97,0,1,22,5,10,0,29,27,423,534,19,3/17,3/17,28.10,7.57,22.2,0,0,0
Tirumalasetti Suman,75,72,9,1546,100,24.53,1230,125.69,1,5,145,65,21,0,75,31,426,563,17,2/14,2/14,33.11,7.92,25.0,0,0,0
Naman Ojha,182,162,20,2972,94*,20.92,2502,118.78,0,15,267,137,110,26,182,0,0,0,0,0,0,0,0,0,0,0,0
Imran Tahir,391,79,40,343,23,8.79,314,109.23,0,0,28,12,94,0,391,375,8374,9709,487,5/23,5/23,19.93,6.95,17.1,10,3,0
Ishank Jaggi,68,66,15,1750,108*,34.31,1435,121.95,1,11,190,38,21,0,68,6,73,83,2,1/13,1/13,41.50,6.82,36.5,0,0,0
Colin Munro,403,384,49,10367,114*,30.94,7294,142.13,5,61,861,527,120,0,403,66,662,1017,31,4/15,4/15,32.80,9.21,21.3,1,0,0
Rassie Van Der Dussen,168,159,28,4680,112*,35.72,3627,129.03,3,30,335,200,53,0,168,6,54,55,3,2/15,2/15,18.33,6.11,18.0,0,0,0
Kyle Mayers,140,132,14,2519,85,21.34,1967,128.06,0,13,219,146,40,0,140,73,893,1133,31,4/4,4/4,36.54,7.61,28.8,1,0,0
Gurinder Sandhu,72,22,12,83,20*,8.30,90,92.22,0,0,7,2,18,0,72,71,1387,1878,73,4/22,4/22,25.72,8.12,19.0,1,0,0
Amit Mishra
Aniket Choudhary,77,25,14,97,15*,8.81,103,94.17,0,0,8,2,12,0,77,77,1646,2004,98,4/30,4/30,20.44,7.30,16.7,2,0,0
Mahipal Lomror,90,84,15,1866,78*,27.04,1475,126.50,0,11,149,72,36,0,90,41,461,567,9,2/31,2/31,63.00,7.37,51.2,0,0,0
Andre Russell,463,400,107,7737,121*,26.40,4623,167.35,2,28,513,624,197,0,463,413,7277,10430,411,5/15,5/15,25.37,8.59,17.7,9,1,0
Wanindu Hasaranga,157,121,27,1760,77*,18.72,1230,143.08,0,7,175,54,70,0,157,151,3231,3670,216,6/9,6/9,16.99,6.81,14.9,5,3,0
Shreyas Iyer,199,195,30,5278,147,31.98,4048,130.38,2,34,440,211,80,0,199,5,49,81,1,1/28,1/28,81.00,9.91,49.0,0,0,0
Asif K M
Clinton McKay
Shubman Gill,125,122,18,3779,129,36.33,2781,135.88,5,22,367,122,44,0,125,0,0,0,0,0,0,0,0,0,0,0,0
Moises Henriques,262,237,52,4963,77,26.82,3882,127.84,0,24,374,148,118,0,262,161,2504,3420,116,3/11,3/11,29.48,8.19,21.5,0,0,0
Ranganath Vinay Kumar
Brendon McCullum,370,364,33,9922,158*,29.97,7269,136.49,7,55,924,485,153,14,370,1,6,13,0,0,0,0,13.00,0,0,0,0
Abu Nechim Ahmed,80,41,13,241,26*,8.60,216,111.57,0,0,14,11,10,0,80,79,1525,1915,78,4/21,4/21,24.55,7.53,19.5,1,0,0
Shahbaz Ahamad
Chris Jordan,329,193,79,1864,73,16.35,1450,128.55,0,2,127,87,166,0,329,321,6561,9398,342,4/6,4/6,27.47,8.59,19.1,6,0,0
Ashish Nehra,132,28,15,69,22*,5.30,102,67.64,0,0,4,3,27,0,132,132,2845,3653,162,4/10,4/10,22.54,7.70,17.5,2,0,0
Tejas Singh Baroka
Asela Gunarathna
Apoorv Vijay Wankhade
Manzoor Dar
Ryan Ten Doeschate,382,339,80,7597,121*,29.33,5688,133.56,2,34,463,310,134,0,382,139,2147,2922,114,4/24,4/24,25.63,8.16,18.8,1,0,0
Munaf Patel,101,22,14,47,23*,5.87,60,78.33,0,0,5,0,21,0,101,101,2201,2547,104,5/21,5/21,24.49,6.94,21.1,2,1,0
Ben Dunk,171,159,12,3536,99*,24.05,2720,130.00,0,18,301,125,97,10,171,7,76,118,3,1/19,1/19,39.33,9.31,25.3,0,0,0
Midhun S
David Wiese,356,269,90,4048,79*,22.61,2804,144.36,0,11,278,216,125,0,356,315,5416,7482,279,5/19,5/19,26.81,8.28,19.4,4,6,0
Josh Hazlewood,96,19,15,64,13*,16.00,68,94.11,0,0,6,1,14,0,96,96,2160,2735,127,4/12,4/12,21.53,7.59,17.0,5,0,0
James Faulkner,223,160,69,1953,73,21.46,1562,125.03,0,1,97,75,69,0,223,221,4517,5974,262,5/16,5/16,22.80,7.93,17.2,1,3,0
Krishnappa Gowtham,91,66,18,734,60,15.29,464,158.18,0,2,62,40,31,0,91,90,1722,2048,74,4/19,4/19,27.67,7.13,23.2,1,0,0
Yashasvi Jaiswal,80,77,4,2250,124,30.82,1533,146.77,2,14,273,95,34,0,80,4,19,41,0,0,0,0,12.94,0,0,0,0
Jasprit Bumrah,212,37,26,90,16*,8.18,105,85.71,0,0,6,3,30,0,212,211,4746,5555,260,5/10,5/10,21.36,7.02,18.2,2,1,0
Ankeet Bawane
Ishwar Chandra Pandey
Suyash Prabhudessai,46,41,9,873,64,27.28,651,134.10,0,3,74,36,39,0,46,13,148,181,2,1/9,1/9,90.50,7.33,74.0,0,0,0
Atharva Taide,44,44,3,1229,97,29.97,878,139.97,0,5,142,39,19,0,44,13,156,149,10,2/0,2/0,14.90,5.73,15.6,0,0,0
Akhil Arvind Herwadkar
Ayush Badoni,48,37,13,742,80*,30.91,552,134.42,0,3,51,33,17,0,48,8,38,51,4,1/0,1/0,12.75,8.05,9.5,0,0,0
Jesse Ryder,148,143,8,3460,107*,25.62,2382,145.25,1,25,378,150,46,0,148,56,915,1200,33,5/27,5/27,36.36,7.86,27.7,0,1,0
Eoin Morgan,374,350,51,7780,91,26.02,5912,131.59,0,38,584,367,160,0,374,0,0,0,0,0,0,0,0,0,0,0,0
Shardul Thakur,150,55,18,416,68,11.24,319,130.40,0,1,32,17,46,0,150,146,3003,4387,169,4/27,4/27,25.95,8.76,17.7,2,0,0
James Neesham,252,207,57,3456,75*,23.04,2436,141.87,0,8,260,156,100,0,252,215,3510,5283,205,4/24,4/24,25.77,9.03,17.1,3,0,0
Mohammed Azharudeen
Dewald Brevis,46,44,3,1060,162,25.85,751,141.14,1,2,71,73,21,0,46,18,255,318,14,2/19,2/19,22.71,7.48,18.2,0,0,0
Shivam Dube,119,104,29,2150,95*,28.66,1549,138.79,0,8,126,129,43,0,119,71,931,1362,43,3/27,3/27,31.67,8.77,21.6,0,0,0
Bhanuka Rajapaksa,173,157,15,3252,100,22.90,2425,134.10,1,13,277,153,48,1,173,26,420,516,28,3/11,3/11,18.42,7.37,15.0,0,0,0
Lasith Malinga,295,92,39,426,37*,8.03,414,102.89,0,0,31,21,54,0,295,289,6508,7679,390,6/7,6/7,19.68,7.07,16.6,10,5,0
Chirag Suri,31,31,3,817,88,29.17,708,115.39,0,7,84,18,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
Ricky Ponting,48,43,3,909,98*,22.72,819,110.98,0,5,75,25,17,0,48,2,12,23,1,1/11,1/11,23.00,11.50,12.0,0,0,0
Akila Dananjaya,121,49,20,208,28,7.17,255,81.56,0,0,15,3,35,0,121,114,2419,2997,136,4/17,4/17,22.03,7.43,17.7,4,0,0
N Jagadeesan
Martin Guptill,333,324,27,9306,120*,31.33,7138,130.37,6,54,804,424,190,0,333,4,24,35,0,0,0,0,8.75,0,0,0,0
Sarabjit Ladda,13,3,1,5,5,2.50,12,41.66,0,0,1,0,1,0,13,13,234,328,10,3/30,3/30,32.80,8.41,23.4,0,0,0
Rahul Sharma
Nathan Ellis,126,62,27,343,24,9.80,313,109.58,0,0,24,10,46,0,126,125,2669,3623,153,4/6,4/6,23.67,8.14,17.4,6,0,0
Sandeep Bavanaka,47,43,8,892,74*,25.48,721,123.71,0,2,59,30,28,0,47,32,414,481,10,2/14,2/14,48.10,6.97,41.4,0,0,0
Murali Vijay,169,166,5,4223,127,26.22,3456,122.19,3,23,395,148,65,0,169,8,66,73,0,0,0,0,6.63,0,0,0,0
Matthew Wade,245,214,36,4815,130*,27.05,3525,136.59,1,25,421,162,130,19,245,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Tripathi,150,146,19,3301,93,25.99,2459,134.24,0,18,316,125,65,0,150,18,228,285,12,5/27,5/27,23.75,7.50,19.0,0,1,0
Kusal Janith Perera
Dwaine Pretorius,210,161,36,2490,77*,19.92,1797,138.56,0,5,165,137,45,0,210,183,3175,4417,172,5/17,5/17,25.68,8.34,18.4,2,1,0
Vishnu Vinod,61,57,11,1591,109*,34.58,1115,142.69,1,8,142,80,22,7,61,2,19,24,0,0,0,0,7.57,0,0,0,0
Dale Steyn,228,71,34,313,27*,8.45,291,107.56,0,0,25,9,55,0,228,225,5065,5786,263,4/9,4/9,22.00,6.85,19.2,4,0,0
Kuldeep Yadav,144,45,29,232,23*,14.50,282,82.26,0,0,17,2,36,0,144,141,3024,3728,173,5/17,5/17,21.54,7.39,17.4,5,3,0
Sachithra Senanayaka
Parthiv Patel,204,200,12,4300,82,22.87,3472,123.84,0,23,554,79,113,31,204,0,0,0,0,0,0,0,0,0,0,0,0
Dominic Drakes,53,30,8,355,48*,16.13,270,131.48,0,0,28,19,14,0,53,52,1034,1603,54,3/26,3/26,29.68,9.30,19.1,0,0,0
Armaan Jaffer,1,1,0,27,27,27.00,16,168.75,0,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Paras Dogra,99,96,16,2178,93*,27.22,1884,115.60,0,12,148,88,59,0,99,1,1,1,0,0,0,0,6.00,0,0,0,0
Ashton Turner,185,159,45,2851,84*,25.00,2019,141.20,0,15,194,115,69,0,185,62,627,775,31,3/20,3/20,25.00,7.41,20.2,0,0,0
Carlos Brathwaite,253,194,47,2333,64*,15.87,1720,135.63,0,4,151,148,104,0,253,241,4484,6164,242,4/14,4/14,25.47,8.24,18.5,8,0,0
Jayant Yadav,88,46,20,388,39,14.92,329,117.93,0,0,25,13,40,0,88,83,1607,1697,52,4/22,4/22,32.63,6.33,30.9,1,0,0
Rahul Chahar,110,43,19,207,25*,8.62,207,100.00,0,0,18,6,38,0,110,109,2403,2978,120,5/14,5/14,24.81,7.43,20.0,1,1,0
Kona Srikar Bharat
Barinder Singh Sran
Shakib Al Hasan,415,382,57,6954,89*,21.39,5597,124.24,0,29,642,193,98,0,415,408,8776,9915,465,6/6,6/6,21.32,6.77,18.8,10,5,0
Dwayne Bravo,564,432,125,6905,70*,22.49,5487,125.84,0,20,442,334,265,0,564,531,10904,14972,619,5/23,5/23,24.18,8.23,17.6,11,2,0
Kshitiz Sharma,25,19,5,385,65*,27.50,336,114.58,0,3,40,14,4,0,25,9,144,170,5,2/13,2/13,34.00,7.08,28.8,0,0,0
Darshan Nalkande,42,22,5,130,21,7.64,132,98.48,0,0,6,7,9,0,42,42,845,1139,65,5/9,5/9,17.52,8.08,13.0,3,2,0
Mandeep Hardev Singh
Siddarth Kaul,145,34,24,75,8*,7.50,86,87.20,0,0,5,0,23,0,145,145,3137,4013,182,5/12,5/12,22.04,7.67,17.2,6,1,0
Romario Shepherd,100,65,26,866,72*,22.20,576,150.34,0,1,46,66,28,0,100,93,1690,2529,111,4/13,4/13,22.78,8.97,15.2,2,0,0
Sandeep Lamichhane,144,41,22,127,16*,6.68,146,86.98,0,0,5,2,31,0,144,142,3175,3593,206,5/9,5/9,17.44,6.78,15.4,3,1,0
Vaibhav Arora,33,10,8,10,2*,5.00,17,58.82,0,0,0,0,12,0,33,33,709,956,32,3/16,3/16,29.87,8.09,22.1,0,0,0
Scott Boland,62,23,16,71,10,10.14,81,87.65,0,0,7,0,8,0,62,62,1369,1902,75,4/30,4/30,25.36,8.33,18.2,2,0,0
Amit Paunikar,32,30,4,504,78*,19.38,443,113.76,0,1,62,11,13,4,32,0,0,0,0,0,0,0,0,0,0,0,0
Umang Sharma,28,22,3,386,95,20.31,285,135.43,0,1,32,17,10,0,28,2,24,36,0,0,0,0,9.00,0,0,0,0
Kieron Pollard,637,565,167,12390,104,31.13,8228,150.58,1,58,776,828,348,0,637,386,5734,7862,312,4/15,4/15,25.19,8.22,18.3,7,0,0
Pradeep Sangwan,102,45,23,262,29,11.90,242,108.26,0,0,26,7,34,0,102,101,2110,2710,104,3/13,3/13,26.05,7.70,20.2,0,0,0
Sam Billings,286,272,41,5475,95*,23.70,4164,131.48,0,28,456,179,171,24,286,0,0,0,0,0,0,0,0,0,0,0,0
Varun Chakaravarthy
Tajinder Dhillon
Keemo Paul,111,75,24,930,56,18.23,723,128.63,0,2,47,64,42,0,111,92,1527,2351,80,5/15,5/15,29.38,9.23,19.0,1,1,0
N. Jagadeesan
T. Natarajan
