Dev Lakra,7,4,1,26,17,8.66,39,66.66,0,0,4,0,4,0,7,1,12,10,1,1/10,1/10,10.00,5.00,12.0,0,0,0
Nasir Lone,7,4,1,11,6,3.66,20,55.00,0,0,0,0,4,0,7,3,36,42,2,1/16,1/16,21.00,7.00,18.0,0,0,0
Kaushik Maity,3,1,1,21,21,0,20,105.00,0,0,0,0,1,0,3,3,60,82,1,1/19,1/19,82.00,8.20,60.0,0,0,0
Divij Mehra
Mani Sankar Mura Singh
Abid Mushtaq
Sanjay Pahal,5,2,0,1,1,0.50,4,25.00,0,0,0,0,2,0,5,5,102,110,5,3/8,3/8,22.00,6.47,20.4,0,0,0
Jitender Pal
Saumy Pandey
Ansh Patel
Sairaj Patil,6,4,1,52,31,17.33,45,115.55,0,0,3,3,2,0,6,2,18,35,0,0,0,0,11.66,0,0,0,0
Pradosh Paul
Shubham Singh Pundir
Atal Rai
Abhimanyusingh Rajput,18,11,1,195,61,19.50,150,130.00,0,1,15,10,5,0,18,9,156,230,13,4/26,4/26,17.69,8.84,12.0,2,0,0
Mohit Rathee,7,4,3,21,19,21.00,14,150.00,0,0,2,1,3,0,7,7,124,171,5,2/24,2/24,34.20,8.27,24.8,0,0,0
Ninad Rathva,41,24,4,348,47,17.40,281,123.84,0,0,42,8,19,0,41,33,540,570,35,3/4,3/4,16.28,6.33,15.4,0,0,0
Rohit Rayudu,15,12,1,220,47,20.00,174,126.43,0,0,17,10,4,0,15,3,18,25,1,1/7,1/7,25.00,8.33,18.0,0,0,0
Aniketh Reddy
Mohit Redkar,7,4,2,18,7,9.00,24,75.00,0,0,2,0,0,0,7,7,120,163,5,2/17,2/17,32.60,8.15,24.0,0,0,0
Akash Sengupta,11,8,3,79,40,15.80,41,192.68,0,0,4,6,7,0,11,10,187,292,12,3/29,3/29,24.33,9.36,15.5,0,0,0
Ashutosh Sharma,15,14,0,419,84,29.92,212,197.64,0,4,39,30,2,0,15,1,24,26,0,0,0,0,6.50,0,0,0,0
Shivalik Sharma,10,8,2,114,46,19.00,85,134.11,0,0,5,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Suryansh Shedge
Aradhya Shukla
Utkarsh Singh,25,17,3,327,49,23.35,273,119.78,0,0,37,7,9,0,25,21,361,382,21,3/7,3/7,18.19,6.34,17.1,0,0,0
Vishwanath Pratap Singh
Shashank Singh,55,44,8,724,61,20.11,533,135.83,0,5,59,30,14,0,55,23,318,434,15,3/4,3/4,28.93,8.18,21.2,0,0,0
Swapnil Singh,75,59,21,849,52,22.34,675,125.77,0,2,51,42,28,0,75,69,1330,1562,63,6/19,6/19,24.79,7.04,21.1,0,1,0
Prenelan Subrayen,94,41,18,374,35,16.26,311,120.25,0,0,17,19,20,0,94,88,1822,1976,88,4/22,4/22,22.45,6.50,20.7,2,0,0
Ravi Teja
Tanay Thyagarajann
Akash Vashisht
Mohit Ahlawat,16,14,2,202,33,16.83,166,121.68,0,0,17,11,7,1,16,0,0,0,0,0,0,0,0,0,0,0,0
G. Ajitesh
Avanish Rao Aravelly
L.R. Chethan
Gourav Choudhary
Harvik Desai,27,27,4,691,104,30.04,515,134.17,1,4,90,22,18,3,27,0,0,0,0,0,0,0,0,0,0,0,0
Shakir Gandhi
Sumit Ghadigaonkar,10,9,1,248,75,31.00,167,148.50,0,2,24,10,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0
Baba Indrajith,23,21,2,340,46,17.89,335,101.49,0,0,22,5,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0
Bhagmender Lather,19,12,5,246,59,35.14,191,128.79,0,1,16,17,4,0,19,18,324,425,17,3/33,3/33,25.00,7.87,19.0,0,0,0
Anmol Malhotra,9,8,3,84,40,16.80,78,107.69,0,0,8,1,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0
Robin Minz
Darshan Misal,67,53,11,694,67,16.52,644,107.76,0,3,51,25,23,0,67,62,1237,1416,55,3/16,3/16,25.74,6.86,22.4,0,0,0
Nikhil Naik,61,50,15,970,95,27.71,757,128.13,0,6,64,44,34,9,61,0,0,0,0,0,0,0,0,0,0,0,0
Prasad Pawar,8,3,0,40,25,13.33,33,121.21,0,0,4,0,11,1,8,0,0,0,0,0,0,0,0,0,0,0,0
Mahesh Pithiya,8,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,96,100,4,3/5,3/5,25.00,6.25,24.0,0,0,0
William Salzmann
Bipin Saurabh,17,17,1,686,90,42.87,500,137.20,0,7,60,38,12,2,17,0,0,0,0,0,0,0,0,0,0,0,0
B.R. Sharath
K.L. Shrijith
Avneesh Sudha,22,21,1,586,96,29.30,449,130.51,0,4,70,16,5,0,22,6,72,113,2,2/23,2/23,56.50,9.41,36.0,0,0,0
Aditya Tare,123,110,22,2450,82,27.84,1858,131.86,0,11,273,65,68,20,123,0,0,0,0,0,0,0,0,0,0,0,0
Nihal Ullal
K.M Asif
Mohit Avasthi,20,0,0,0,0,0,0,0,0,0,0,0,4,0,20,20,444,558,31,3/21,3/21,18.00,7.54,14.3,0,0,0
Ottneil Baartman
Basit Bashir
Waseem Bashir
Sachin Bhosale
Devendra Singh Bora
Gurnoor Singh Brar
Nandre Burger,44,15,8,40,6,5.71,83,48.19,0,0,2,0,14,0,44,44,903,1114,52,3/11,3/11,21.42,7.40,17.3,0,0,0
Saurabh Dubey,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,60,121,0,0,0,0,12.10,0,0,0,0
Mrinmoy Dutta,24,4,2,6,6,3.00,12,50.00,0,0,1,0,5,0,24,24,477,644,25,4/35,4/35,25.76,8.10,19.0,1,0,0
Vishal Godara
Money Grewal
Arpit Guleria,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,36,47,1,1/36,1/36,47.00,7.83,36.0,0,0,0
Mukhtar Hussain,30,8,6,89,27,44.50,46,193.47,0,0,9,5,4,0,30,30,588,790,30,4/8,4/8,26.33,8.06,19.6,1,0,0
Sakib Hussain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,24,47,4,4/20,4/20,11.75,11.75,6.0,1,0,0
Shamar Joseph,2,1,1,0,0,0,1,0.00,0,0,0,0,0,0,2,2,48,72,0,0,0,0,9.00,0,0,0,0
Mohammed Kaif
Shubham Kapse
Devang Karamta
Kulwant Khejroliya,23,2,2,19,18,0,10,190.00,0,0,0,2,3,0,23,23,475,623,24,4/26,4/26,25.95,7.86,19.7,1,0,0
Ravi Kumar
Ashwani Kumar
Raj Limbani
Kwena Maphaka,5,1,1,1,1,0,2,50.00,0,0,0,0,0,0,5,5,102,118,6,4/18,4/18,19.66,6.94,17.0,1,0,0
Lukman Hussain Meriwala
Venkatesh Muralidhara
William O'Rourke
Rakshan Readdi,14,2,2,2,2,0,5,40.00,0,0,0,0,1,0,14,14,290,351,16,3/17,3/17,21.93,7.26,18.1,0,0,0
Manish Reddy
Monish Reddy
Akhin Sathar
Divesh Sharma
Ashok Sharma
Abhilash Shetty
Rahul Shukla,64,25,15,83,17,8.30,84,98.80,0,0,5,3,29,0,64,64,1292,1775,75,5/36,5/36,23.66,8.24,17.2,3,1,0
Manit Singh
Gurjapneet Singh
Paul Van Meekeren,98,37,14,175,24,7.60,166,105.42,0,0,14,7,34,0,98,95,1895,2465,90,4/11,4/11,27.38,7.80,21.0,2,0,0
Nitin Verma
Chris Wood
Gourav Yadav
Prithvi Raj Yarra
Mujtaba Yousuf,21,3,1,2,2,1.00,8,25.00,0,0,0,0,3,0,21,21,426,545,20,3/14,3/14,27.25,7.67,21.3,0,0,0
Shubham Agrawal
Mustaq Beg,6,3,1,19,12,9.50,19,100.00,0,0,1,2,0,0,6,6,132,145,5,2/25,2/25,29.00,6.59,26.4,0,0,0
K.C Cariappa
Ganesh Chaudhary
Prince Choudhary
Yuvraj Chudasama,13,3,2,9,8,9.00,12,75.00,0,0,0,0,1,0,13,13,241,281,13,2/20,2/20,21.61,6.99,18.5,0,0,0
Jasmer Dhankhar,7,0,0,0,0,0,0,0,0,0,0,0,2,0,7,6,96,120,4,1/18,1/18,30.00,7.50,24.0,0,0,0
Chintal Gandhi,10,2,2,10,9,0,11,90.90,0,0,0,0,2,0,10,10,186,199,4,1/4,1/4,49.75,6.41,46.5,0,0,0
Allah Ghazanfar,3,1,0,1,1,1.00,6,16.66,0,0,0,0,0,0,3,3,54,56,5,4/15,4/15,11.20,6.22,10.8,1,0,0
Raghav Goyal,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,24,33,0,0,0,0,8.25,0,0,0,0
Shreyas Gurav
Vishu Kashyap,2,1,1,1,1,0,1,100.00,0,0,0,0,0,0,2,2,36,48,3,3/23,3/23,16.00,8.00,12.0,0,0,0
Bhuwan Rohilla
Shivam Sharma,8,4,1,17,12,5.66,18,94.44,0,0,3,0,4,0,8,8,163,215,9,3/7,3/7,23.88,7.91,18.1,0,0,0
Digvesh Singh
Jhathavedh Subramanyan
Jagadeesha Suchith,80,38,18,304,34,15.20,249,122.08,0,0,24,11,36,0,80,79,1584,1929,70,3/2,3/2,27.55,7.30,22.6,0,0,0
B. Surya
Pankaj Yadav
